Constituent ID,Constituent type,Constituent codes,Lifetime giving,First gift amount,First gift type,First gift date,Latest gift amount,Latest gift type,Latest gift date,Greatest gift amount,Greatest gift type,Greatest gift date,Prospect status,Last action category,Last action date,Prospect classification,Gender,Spouse,Tags,BPI - Bass Society,"Committee, WSF Board+","Committee, WSF-Driven","Committees, Outside",Community Groups,"Events, BPI","Events, Community Conversations","Events, Donor","Events, PA","Events, Prospect","Events, Sponsor","Events, Volunteer","Events, Womens Fund","Events, WSF",Legacy,Original Building Donor - 2014,Stewardship Letters,Tax Status,Echo Award,Date added,Solicit codes,Professional Advisors,Prospect Type,Transformational Donor
2021.1179,Individual,,250,250,One-time gift,8/5/2021,250,One-time gift,8/5/2021,250,One-time gift,8/5/2021,,,,,Unknown,1,Lapsing donor,,,,,,,,,,,,,,,0,,,,,8/5/2021,,,,
2011.1751,Individual,,250,50,One-time gift,9/29/2011,100,One-time gift,5/15/2013,100,One-time gift,9/12/2012,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,9/28/2011,,,,
2011.1742,Organization,,250,250,One-time gift,9/26/2011,250,One-time gift,9/26/2011,250,One-time gift,9/26/2011,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/27/2011,,,,
110,Individual,,250,250,One-time gift,12/7/2005,250,One-time gift,12/7/2005,250,One-time gift,12/7/2005,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/24/2003,,,,
2007.175,Individual,Prospect (No start date - No end date);Volunteer (No start date - No end date),250,100,One-time gift,12/6/2007,100,One-time gift,9/21/2010,100,One-time gift,12/6/2007,,,,,Male,1,Lost donor,,,BPI Advisory Committee - Past Member (No date),,,2009 Weston event attendees (No date);2006 E. Carson Lecture (No date);2006 Pastor lunch May (No date),,,,,,,,,0,,,,,11/19/1998,,,BPI (No date),
2007.526,Individual,Individual (No start date - No end date),250,250,One-time gift,6/1/2007,250,One-time gift,6/1/2007,250,One-time gift,6/1/2007,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,6/7/2007,,,,
2008.1391,Individual,,250,250,One-time gift,9/25/2008,250,One-time gift,9/25/2008,250,One-time gift,9/25/2008,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,9/24/2008,,,,
2008.11,Organization,,250,250,One-time gift,9/8/2008,250,One-time gift,9/8/2008,250,One-time gift,9/8/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/3/2008,,,,
2012.36,Individual,,250,250,One-time gift,4/11/2012,250,One-time gift,4/11/2012,250,One-time gift,4/11/2012,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/11/2012,,,,
2013.194,Individual,,250,250,One-time gift,2/26/2013,250,One-time gift,2/26/2013,250,One-time gift,2/26/2013,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/26/2013,,,,
2012.454,Individual,,250,125,One-time gift,4/16/2012,125,One-time gift,4/16/2012,125,One-time gift,4/16/2012,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/17/2012,,,,
1444,Individual,,250,250,One-time gift,4/15/2005,250,One-time gift,4/15/2005,250,One-time gift,4/15/2005,,,,,Male,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/18/2005,,,,
2009.1662,Individual,,250,250,One-time gift,11/17/2009,250,One-time gift,11/17/2009,250,One-time gift,11/17/2009,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/19/2009,,,,
2017.6,Individual,Individual (No start date - No end date),250,250,One-time gift,12/31/2016,250,One-time gift,12/31/2016,250,One-time gift,12/31/2016,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/3/2017,,,,
2012.1933,Individual,,250,50,One-time gift,10/23/2012,100,One-time gift,2/11/2019,100,One-time gift,6/1/2013,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,10/24/2012,,,,
2010.12,Organization,,250,100,One-time gift,2/8/2010,100,One-time gift,10/9/2018,100,One-time gift,2/8/2010,,,,,,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,2/10/2010,,,,
2002.MID.07114,Individual,Prospect (No start date - No end date),250,50,One-time gift,1/6/2009,50,One-time gift,6/3/2014,100,One-time gift,11/3/2009,,Task/Other,9/18/2003,,Male,0,Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,10/7/2002,,,Elkin (No date),
2008.1053,Organization,,250,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/2/2008,,,,
2014.631,Individual,,250,100,One-time gift,6/16/2014,100,One-time gift,5/11/2017,100,One-time gift,6/16/2014,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,6/18/2014,,,,
2008.1813,Individual,,250,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/7/2008,,,,
2013.1891,Organization,,250,250,One-time gift,11/13/2013,250,One-time gift,11/13/2013,250,One-time gift,11/13/2013,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/14/2013,,,,
2001.MID.05842,Organization,,250,250,One-time gift,6/15/2001,250,One-time gift,6/15/2001,250,One-time gift,6/15/2001,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/18/2001,,,,
1472,Individual,,250,250,One-time gift,4/15/2005,250,One-time gift,4/15/2005,250,One-time gift,4/15/2005,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/26/2005,,,,
2014.827,Individual,,250,250,One-time gift,7/21/2014,250,One-time gift,7/21/2014,250,One-time gift,7/21/2014,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,7/21/2014,,,,
2016.1324,Individual,Individual (No start date - No end date),250,250,One-time gift,10/5/2016,250,One-time gift,10/5/2016,250,One-time gift,10/5/2016,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/7/2016,,,,
2009.1439,Individual,,250,250,One-time gift,10/12/2009,250,One-time gift,10/12/2009,250,One-time gift,10/12/2009,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/12/2009,,,,
2010.668,Individual,Individual (No start date - No end date),250,200,One-time gift,2/22/2007,50,Soft credit one-time gift,10/21/2016,200,One-time gift,2/22/2007,,Email,7/10/2007,,Male,1,Lost donor,,,,,,,,2010 Community Meeting (No date),,,,,,,0,,,,,5/13/2010,,,,
1068,Individual,,250,250,One-time gift,12/6/2004,250,One-time gift,12/6/2004,250,One-time gift,12/6/2004,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,12/6/2004,,,,
2019.503,Individual,Individual (5/13/2019 - No end date),250,250,One-time gift,5/13/2019,250,One-time gift,5/13/2019,250,One-time gift,5/13/2019,,,,,Male,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/13/2019,,,,
2015.1221,Organization,,250,250,One-time gift,9/8/2015,250,One-time gift,9/8/2015,250,One-time gift,9/8/2015,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/9/2015,,,,
2016.42,Individual,Individual (No start date - No end date),250,1000,Pledge,12/29/2016,250,Pledge payment,12/29/2016,1000,Pledge,12/29/2016,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/22/2016,,,,
2012.91,Individual,,250,250,One-time gift,1/24/2012,250,One-time gift,1/24/2012,250,One-time gift,1/24/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/25/2012,,,,
145,Individual,,250,50,One-time gift,5/9/2003,100,One-time gift,6/22/2006,100,One-time gift,6/1/2004,,,,,Male,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,5/12/2003,,,,
2001.MID.05684,Individual,,250,250,One-time gift,7/17/2015,250,One-time gift,7/17/2015,250,One-time gift,7/17/2015,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,3/30/2001,,,,
2013.106,Individual,,250,250,One-time gift,7/27/2013,250,One-time gift,7/27/2013,250,One-time gift,7/27/2013,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/29/2013,,,,
2008.1152,Organization,,250,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,,,,,,1,Lost donor,,,,1,,,,,,,,,,,0,,,,,9/5/2008,,,,
2012.301,Individual,,250,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2012,,,,
2017.425,Organization,Business (No start date - No end date),250,250,One-time gift,3/27/2017,250,One-time gift,3/27/2017,250,One-time gift,3/27/2017,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/28/2017,,,,
2016.1483,Individual,Individual (No start date - No end date),250,250,One-time gift,11/1/2016,250,One-time gift,11/1/2016,250,One-time gift,11/1/2016,,,,,Unknown,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,11/1/2016,,,,
2008.1171,Organization,,250,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/5/2008,,,,
1998.MID.03034,Individual,,250,50,One-time gift,4/24/1998,100,One-time gift,5/17/2021,100,One-time gift,9/11/2019,,,,,Male,1,Higher giving potential;Lapsing donor,,,,,,,,,,,,,,,0,,,,,4/24/1998,,,,
2008.1032,Organization,,250,250,One-time gift,8/28/2008,250,One-time gift,8/28/2008,250,One-time gift,8/28/2008,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,8/28/2008,,,,
2019.55,Individual,Individual (5/28/2019 - No end date),250,250,One-time gift,5/24/2019,250,One-time gift,5/24/2019,250,One-time gift,5/24/2019,,,,,Male,1,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/28/2019,No WSF Enews,,,
2012.2095,Individual,,250,250,One-time gift,11/28/2012,250,One-time gift,11/28/2012,250,One-time gift,11/28/2012,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,11/29/2012,,,,
2017.813,Individual,Individual (No start date - No end date),250,250,One-time gift,6/5/2017,250,One-time gift,6/5/2017,250,One-time gift,6/5/2017,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/6/2017,,,,
2009.87,Individual,,250,250,One-time gift,1/14/2009,250,One-time gift,1/14/2009,250,One-time gift,1/14/2009,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/16/2009,,,,
2017.66,Individual,Individual (No start date - No end date),250,250,One-time gift,5/17/2017,250,One-time gift,5/17/2017,250,One-time gift,5/17/2017,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/17/2017,,,,
2017.1843,Individual,Individual (No start date - No end date),250,250,One-time gift,12/18/2017,250,One-time gift,12/18/2017,250,One-time gift,12/18/2017,,,,,Female,0,Lapsed donor,,,,,,,,2018 Donor Appreciation Celebration (6/14/2018),,,,,,,0,,,,,12/19/2017,,,,
2013.149,Individual,,250,250,One-time gift,2/10/2013,250,One-time gift,2/10/2013,250,One-time gift,2/10/2013,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,2/12/2013,,,,
2011.674,Individual,Individual (No start date - No end date),250,150,One-time gift,6/8/2015,100,One-time gift,6/8/2015,150,One-time gift,6/8/2015,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/10/2011,,,,
2020.854,Individual,Individual (6/9/2020 - No end date),250,250,One-time gift,6/6/2020,250,One-time gift,6/6/2020,250,One-time gift,6/6/2020,,,,,Male,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,6/9/2020,,,,
2009.1311,Individual,,250,250,One-time gift,9/10/2009,250,One-time gift,9/10/2009,250,One-time gift,9/10/2009,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/14/2009,,,,
2915,Individual,,250,100,One-time gift,3/27/2006,50,One-time gift,1/7/2018,100,One-time gift,3/27/2006,,,,,Male,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,3/27/2006,,,,
2017.8,Individual,Individual (No start date - No end date),250,250,One-time gift,12/31/2016,250,One-time gift,12/31/2016,250,One-time gift,12/31/2016,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,1/3/2017,,,,
2002.MID.06414,Individual,,250,250,One-time gift,1/22/2002,250,One-time gift,1/22/2002,250,One-time gift,1/22/2002,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/24/2002,,,,
2315,Individual,,250,250,One-time gift,12/8/2005,250,One-time gift,12/8/2005,250,One-time gift,12/8/2005,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,12/15/2005,,,,
2012.465,Individual,,250,250,One-time gift,4/17/2012,250,One-time gift,4/17/2012,250,One-time gift,4/17/2012,,,,,Unknown,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/19/2012,,,,
2012.316,Individual,,250,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2012,,,,
2001.MID.06323,Organization,Business (No start date - No end date),250,250,One-time gift,3/25/2002,250,One-time gift,3/25/2002,250,One-time gift,3/25/2002,,,,,,0,Lost donor,,,,,,,,,,,Community Meeting-Previous Ask (No date),,,,0,,,,,12/27/2001,,,,
2011.1008,Organization,,250,250,One-time gift,6/8/2011,250,One-time gift,6/8/2011,250,One-time gift,6/8/2011,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,6/9/2011,,,,
1998.MID.03296,Individual,,250,250,One-time gift,8/26/1998,250,One-time gift,8/26/1998,250,One-time gift,8/26/1998,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/11/1998,,,,
2016.772,Individual,,250,1000,Pledge,5/25/2016,250,Pledge payment,5/25/2016,1000,Pledge,5/25/2016,,,,,Unknown,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/26/2016,,,,
2008.1165,Organization,,250,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/5/2008,,,,
1986,Individual,,250,250,One-time gift,9/6/2005,250,One-time gift,9/6/2005,250,One-time gift,9/6/2005,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,9/8/2005,,,,
2009.1766,Individual,,250,250,One-time gift,12/10/2009,250,One-time gift,12/10/2009,250,One-time gift,12/10/2009,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,12/14/2009,,,,
2015.179,Individual,,250,250,One-time gift,2/12/2015,250,One-time gift,2/12/2015,250,One-time gift,2/12/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/12/2015,,,,
2008.1069,Individual,,250,250,One-time gift,9/5/2008,250,One-time gift,9/5/2008,250,One-time gift,9/5/2008,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/2/2008,,,,
1998.MID.04072,Organization,Religious Organization (No start date - No end date);Grant Payee (No start date - No end date);Grant Requestor / Recipient (No start date - No end date),250,250,One-time gift,10/7/2013,250,One-time gift,10/7/2013,250,One-time gift,10/7/2013,,Task/Other,8/2/2005,,,0,Lost donor,,,,,,,,,,,,,,,0,,,Religious Organization (No date),,11/19/1998,,,,
2008.1415,Individual,,250,100,One-time gift,9/22/2008,100,Soft credit one-time gift,10/13/2010,100,One-time gift,9/22/2008,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/15/2001,,,,
2014.284,Individual,,250,250,One-time gift,4/9/2014,250,One-time gift,4/9/2014,250,One-time gift,4/9/2014,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2014,,,,
2008.14,Organization,,250,250,One-time gift,9/26/2008,250,One-time gift,9/26/2008,250,One-time gift,9/26/2008,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/25/2008,,,,
2022.1393,Individual,,250,250,One-time gift,9/22/2022,250,One-time gift,9/22/2022,250,One-time gift,9/22/2022,,,,,Unknown,0,Higher giving potential;High wealth rating,,,,,,,,,,,,,,,0,,,,,9/22/2022,,,,
281,Individual,,250,50,One-time gift,4/18/2011,100,One-time gift,11/15/2017,100,One-time gift,11/23/2016,,,,,Male,1,Lost donor,,,,,,,,2018 Donor Appreciation Celebration (6/14/2018),,,,,,,0,,,,,8/8/2003,,,,
2014.221,Individual,Individual (No start date - No end date),250,250,One-time gift,4/1/2014,250,One-time gift,4/1/2014,250,One-time gift,4/1/2014,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/2/2014,,,,
2011.2036,Individual,,250,250,One-time gift,12/9/2011,250,One-time gift,12/9/2011,250,One-time gift,12/9/2011,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,12/12/2011,,,,
2021.913,Individual,Individual (6/16/2021 - No end date),250,250,One-time gift,6/16/2021,250,One-time gift,6/16/2021,250,One-time gift,6/16/2021,,,,,Unknown,0,Higher giving potential;Lapsing donor,,,,,,,,,,,,,,,0,,,,,6/16/2021,,,,
2014.852,Organization,,250,250,One-time gift,7/30/2014,250,One-time gift,7/30/2014,250,One-time gift,7/30/2014,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/31/2014,,,,
2829,Organization,,250,250,One-time gift,3/17/2006,250,One-time gift,3/17/2006,250,One-time gift,3/17/2006,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/20/2006,,,,
2020.249,Individual,Individual (3/2/2020 - No end date),250,250,One-time gift,2/27/2020,250,One-time gift,2/27/2020,250,One-time gift,2/27/2020,,,,,Female,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,3/2/2020,No WSF Enews,,,
2012.1046,Individual,,250,250,One-time gift,6/20/2012,250,One-time gift,6/20/2012,250,One-time gift,6/20/2012,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/21/2012,,,,
1996.MID.00287,Individual,Individual (No start date - No end date),250,250,One-time gift,7/20/2015,250,One-time gift,7/20/2015,250,One-time gift,7/20/2015,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2003.MID.07326,Individual,,250,250,One-time gift,1/16/2003,250,One-time gift,1/16/2003,250,One-time gift,1/16/2003,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,1/21/2003,,,,
2010.2076,Organization,,250,250,One-time gift,12/15/2010,250,One-time gift,12/15/2010,250,One-time gift,12/15/2010,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/16/2010,,,,
2015.384,Organization,,250,250,One-time gift,4/17/2015,250,One-time gift,4/17/2015,250,One-time gift,4/17/2015,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/17/2015,,,,
2008.509,Individual,,250,50,One-time gift,4/7/2008,50,One-time gift,12/4/2021,100,One-time gift,3/15/2017,,,,,Female,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,4/10/2008,,,,
2007.5632,Individual,Prospect (No start date - No end date),250,50,One-time gift,1/15/2008,50,One-time gift,9/30/2021,100,One-time gift,7/14/2009,,,,,Female,0,At risk donor,,,,,,,,,,,,,,,0,,,,,11/27/2007,,,BPI (No date),
2016.163,Individual,Individual (No start date - No end date),250,250,One-time gift,11/27/2016,250,One-time gift,11/27/2016,250,One-time gift,11/27/2016,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/8/2016,No WSF Enews,,,
2015.874,Individual,,250,250,One-time gift,7/2/2015,250,One-time gift,7/2/2015,250,One-time gift,7/2/2015,,,,,Male,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,7/2/2015,,,,
2016.1648,Organization,Business (No start date - No end date),250,250,One-time gift,12/12/2016,250,One-time gift,12/12/2016,250,One-time gift,12/12/2016,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/13/2016,,,,
2022.448,Individual,,250,250,One-time gift,3/23/2022,250,One-time gift,3/23/2022,250,One-time gift,3/23/2022,,,,,Unknown,0,,,,,,,,,,,,,,,,0,,,,,3/30/2022,No WSF Enews,,,
2017.63,Organization,Business (No start date - No end date),250,250,One-time gift,5/5/2017,250,One-time gift,5/5/2017,250,One-time gift,5/5/2017,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/8/2017,,,,
2013.517,Individual,Individual (No start date - No end date),250,250,One-time gift,5/9/2013,250,One-time gift,5/9/2013,250,One-time gift,5/9/2013,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,5/10/2013,,,,
1210,Organization,,250,250,One-time gift,12/27/2004,250,One-time gift,12/27/2004,250,One-time gift,12/27/2004,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/8/2005,,,,
2101,Individual,,250,250,One-time gift,10/11/2005,250,One-time gift,10/11/2005,250,One-time gift,10/11/2005,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,10/12/2005,,,,
2017.2,Individual,Individual (No start date - No end date),250,250,One-time gift,12/25/2016,250,One-time gift,12/25/2016,250,One-time gift,12/25/2016,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,1/3/2017,,,,
2007.58,Individual,,250,100,One-time gift,6/25/2007,150,One-time gift,12/1/2016,150,One-time gift,12/1/2016,,Mailing,2/1/2008,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,7/2/2007,,,,
170,Individual,,250,100,One-time gift,9/7/2005,150,Soft credit one-time gift,3/8/2006,150,Soft credit one-time gift,3/8/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/12/2003,,,,
2115,Individual,,250,250,One-time gift,10/18/2005,250,One-time gift,10/18/2005,250,One-time gift,10/18/2005,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,10/19/2005,,,,
2017.1601,Organization,,250,250,One-time gift,10/29/2017,250,One-time gift,10/29/2017,250,One-time gift,10/29/2017,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/1/2017,,,,
2013.541,Organization,,250,250,One-time gift,5/14/2013,250,One-time gift,5/14/2013,250,One-time gift,5/14/2013,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/14/2013,,,,
2001.MID.06219,Individual,,250,125,One-time gift,11/30/2001,125,One-time gift,12/9/2002,125,One-time gift,11/30/2001,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/30/2001,,,,
1998.MID.03051,Individual,,250,250,One-time gift,5/1/1998,250,One-time gift,5/1/1998,250,One-time gift,5/1/1998,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/1/1998,,,,
2008.1814,Individual,,250,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/7/2008,,,,
2001.MID.06199,Individual,,250,100,One-time gift,11/28/2001,150,One-time gift,11/28/2007,150,One-time gift,11/28/2007,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/29/2001,,,,
1772,Organization,,250,250,One-time gift,6/17/2005,250,One-time gift,6/17/2005,250,One-time gift,6/17/2005,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/21/2005,,,,
2016.1394,Organization,Business (No start date - No end date),250,250,One-time gift,10/11/2016,250,One-time gift,10/11/2016,250,One-time gift,10/11/2016,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,10/14/2016,,,,
2007.542,Individual,,250,250,One-time gift,6/12/2007,250,One-time gift,6/12/2007,250,One-time gift,6/12/2007,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/13/2007,,,,
2008.1807,Individual,,250,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,250,One-time gift,11/6/2008,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,11/7/2008,,,,
2017.553,Individual,Individual (No start date - No end date),250,250,One-time gift,4/18/2017,250,One-time gift,4/18/2017,250,One-time gift,4/18/2017,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/18/2017,,,,
2012.32,Individual,,250,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2012,,,,
2008.101,Individual,,250,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,250,One-time gift,9/2/2008,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/27/2008,,,,
2018.263,Individual,Individual (3/15/2018 - No end date),250,250,One-time gift,3/14/2018,250,One-time gift,3/14/2018,250,One-time gift,3/14/2018,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,3/15/2018,,,,
2012.1411,Individual,,250,250,One-time gift,8/25/2012,250,One-time gift,8/25/2012,250,One-time gift,8/25/2012,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,8/27/2012,,,,
2008.1297,Organization,,250,250,One-time gift,9/10/2008,250,One-time gift,9/10/2008,250,One-time gift,9/10/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/17/2008,,,,
2021.219,Individual,Individual (3/8/2021 - No end date),250,250,One-time gift,3/7/2021,250,One-time gift,3/7/2021,250,One-time gift,3/7/2021,,,,,Male,0,Higher giving potential;Lapsing donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,3/8/2021,,,,
2013.572,Individual,,250,250,One-time gift,5/15/2013,250,One-time gift,5/15/2013,250,One-time gift,5/15/2013,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/15/2013,,,,
2018.7,Individual,Individual (1/2/2018 - No end date),250,250,One-time gift,12/31/2017,250,One-time gift,12/31/2017,250,One-time gift,12/31/2017,,Mailing,1/20/2022,,Male,0,Higher giving potential;Lapsed donor,,,,,,,,2018 Donor Appreciation Celebration (6/14/2018),,,,,,,0,,,,,1/2/2018,,,,
2012.306,Individual,,250,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,250,One-time gift,4/9/2012,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,4/10/2012,No WSF Enews,,,
2020.1324,Organization,Organization (8/24/2020 - No end date),250,250,One-time gift,8/17/2020,250,One-time gift,8/17/2020,250,One-time gift,8/17/2020,,,,,,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,8/24/2020,,,,
1998.MID.03214,Individual,Prospect (No start date - No end date),250,250,One-time gift,11/7/2017,250,One-time gift,11/7/2017,250,One-time gift,11/7/2017,,,,,Female,0,Lost donor,,,,,,,,,,2016 Women's Rooftop Event (No date),,,,,0,,,,,7/22/1998,,,Women's Fund (2/8/2016);BPI (No date),
